date,game_pk,away_score,away_team,home_team,home_score,win_team,lose_team,win_score,lose_score
2026-07-22,823518,5,Pittsburgh Pirates,New York Yankees,3,Pittsburgh Pirates,New York Yankees,5,3
2026-07-22,823519,0,Pittsburgh Pirates,New York Yankees,2,New York Yankees,Pittsburgh Pirates,2,0
2026-07-22,824735,3,Baltimore Orioles,Boston Red Sox,6,Boston Red Sox,Baltimore Orioles,6,3
2026-07-22,824732,5,Baltimore Orioles,Boston Red Sox,1,Baltimore Orioles,Boston Red Sox,5,1
2026-07-22,824083,4,San Francisco Giants,Kansas City Royals,5,Kansas City Royals,San Francisco Giants,5,4
2026-07-22,823761,3,New York Mets,Milwaukee Brewers,4,Milwaukee Brewers,New York Mets,4,3
2026-07-22,824327,8,Washington Nationals,Colorado Rockies,0,Washington Nationals,Colorado Rockies,8,0
2026-07-22,825055,5,Athletics,Arizona Diamondbacks,15,Arizona Diamondbacks,Athletics,15,5
2026-07-22,823110,5,Cincinnati Reds,Seattle Mariners,3,Cincinnati Reds,Seattle Mariners,5,3
2026-07-22,824004,1,St. Louis Cardinals,Los Angeles Angels,0,St. Louis Cardinals,Los Angeles Angels,1,0
2026-07-22,824408,10,Minnesota Twins,Cleveland Guardians,6,Minnesota Twins,Cleveland Guardians,10,6
2026-07-22,823438,9,Los Angeles Dodgers,Philadelphia Phillies,5,Los Angeles Dodgers,Philadelphia Phillies,9,5
2026-07-22,822784,4,Tampa Bay Rays,Toronto Blue Jays,2,Tampa Bay Rays,Toronto Blue Jays,4,2
2026-07-22,824896,6,San Diego Padres,Atlanta Braves,7,Atlanta Braves,San Diego Padres,7,6
2026-07-22,822873,4,Chicago White Sox,Texas Rangers,2,Chicago White Sox,Texas Rangers,4,2
2026-07-22,824650,5,Detroit Tigers,Chicago Cubs,1,Detroit Tigers,Chicago Cubs,5,1
2026-07-22,824166,2,Miami Marlins,Houston Astros,5,Houston Astros,Miami Marlins,5,2
2026-07-23,824893,5,San Diego Padres,Atlanta Braves,6,Atlanta Braves,San Diego Padres,6,5
2026-07-23,824406,3,Minnesota Twins,Cleveland Guardians,1,Minnesota Twins,Cleveland Guardians,3,1
2026-07-23,822785,1,Tampa Bay Rays,Toronto Blue Jays,3,Toronto Blue Jays,Tampa Bay Rays,3,1
2026-07-23,823042,10,Arizona Diamondbacks,St. Louis Cardinals,6,Arizona Diamondbacks,St. Louis Cardinals,10,6
2026-07-23,824247,3,Kansas City Royals,Detroit Tigers,4,Detroit Tigers,Kansas City Royals,4,3
2026-07-24,823759,5,Colorado Rockies,Milwaukee Brewers,2,Colorado Rockies,Milwaukee Brewers,5,2
2026-07-24,824248,1,Kansas City Royals,Detroit Tigers,2,Detroit Tigers,Kansas City Royals,2,1
2026-07-24,823352,3,Chicago Cubs,Pittsburgh Pirates,2,Chicago Cubs,Pittsburgh Pirates,3,2
2026-07-24,822707,3,Arizona Diamondbacks,Washington Nationals,2,Arizona Diamondbacks,Washington Nationals,3,2
2026-07-24,823434,1,New York Yankees,Philadelphia Phillies,0,New York Yankees,Philadelphia Phillies,1,0
2026-07-24,824812,7,Atlanta Braves,Baltimore Orioles,6,Atlanta Braves,Baltimore Orioles,7,6
2026-07-24,823601,4,Los Angeles Dodgers,New York Mets,2,Los Angeles Dodgers,New York Mets,4,2
2026-07-24,822952,3,Cleveland Guardians,Tampa Bay Rays,11,Tampa Bay Rays,Cleveland Guardians,11,3
2026-07-24,823843,4,San Diego Padres,Miami Marlins,2,San Diego Padres,Miami Marlins,4,2
2026-07-24,824733,4,Toronto Blue Jays,Boston Red Sox,6,Boston Red Sox,Toronto Blue Jays,6,4
2026-07-24,824573,9,Houston Astros,Chicago White Sox,5,Houston Astros,Chicago White Sox,9,5
2026-07-24,822872,4,Seattle Mariners,Texas Rangers,5,Texas Rangers,Seattle Mariners,5,4
2026-07-24,823680,2,Athletics,Minnesota Twins,0,Athletics,Minnesota Twins,2,0
2026-07-24,823031,4,Cincinnati Reds,St. Louis Cardinals,2,Cincinnati Reds,St. Louis Cardinals,4,2
2026-07-24,823196,6,Los Angeles Angels,San Francisco Giants,7,San Francisco Giants,Los Angeles Angels,7,6
2026-07-25,824244,3,Kansas City Royals,Detroit Tigers,2,Kansas City Royals,Detroit Tigers,3,2
2026-07-25,822704,3,Arizona Diamondbacks,Washington Nationals,5,Washington Nationals,Arizona Diamondbacks,5,3
2026-07-25,823197,2,Los Angeles Angels,San Francisco Giants,9,San Francisco Giants,Los Angeles Angels,9,2
2026-07-25,824734,6,Toronto Blue Jays,Boston Red Sox,0,Toronto Blue Jays,Boston Red Sox,6,0
2026-07-25,823841,7,San Diego Padres,Miami Marlins,2,San Diego Padres,Miami Marlins,7,2
2026-07-25,823435,3,New York Yankees,Philadelphia Phillies,1,New York Yankees,Philadelphia Phillies,3,1
2026-07-25,822948,0,Cleveland Guardians,Tampa Bay Rays,3,Tampa Bay Rays,Cleveland Guardians,3,0
2026-07-25,823355,11,Chicago Cubs,Pittsburgh Pirates,0,Chicago Cubs,Pittsburgh Pirates,11,0
2026-07-25,824811,2,Atlanta Braves,Baltimore Orioles,3,Baltimore Orioles,Atlanta Braves,3,2
2026-07-25,823679,0,Athletics,Minnesota Twins,2,Minnesota Twins,Athletics,2,0
2026-07-25,824571,4,Houston Astros,Chicago White Sox,1,Houston Astros,Chicago White Sox,4,1
2026-07-25,823758,5,Colorado Rockies,Milwaukee Brewers,8,Milwaukee Brewers,Colorado Rockies,8,5
2026-07-25,823600,4,Los Angeles Dodgers,New York Mets,3,Los Angeles Dodgers,New York Mets,4,3
2026-07-25,823027,0,Cincinnati Reds,St. Louis Cardinals,7,St. Louis Cardinals,Cincinnati Reds,7,0
2026-07-25,822869,1,Seattle Mariners,Texas Rangers,7,Texas Rangers,Seattle Mariners,7,1
2026-07-26,822950,0,Cleveland Guardians,Tampa Bay Rays,1,Tampa Bay Rays,Cleveland Guardians,1,0
2026-07-26,822706,7,Arizona Diamondbacks,Washington Nationals,10,Washington Nationals,Arizona Diamondbacks,10,7
2026-07-26,823354,7,Chicago Cubs,Pittsburgh Pirates,8,Pittsburgh Pirates,Chicago Cubs,8,7
2026-07-26,824730,1,Toronto Blue Jays,Boston Red Sox,6,Boston Red Sox,Toronto Blue Jays,6,1
2026-07-26,824810,3,Atlanta Braves,Baltimore Orioles,2,Atlanta Braves,Baltimore Orioles,3,2
2026-07-26,824246,5,Kansas City Royals,Detroit Tigers,4,Kansas City Royals,Detroit Tigers,5,4
2026-07-26,823599,3,Los Angeles Dodgers,New York Mets,8,New York Mets,Los Angeles Dodgers,8,3
2026-07-26,823840,5,San Diego Padres,Miami Marlins,3,San Diego Padres,Miami Marlins,5,3
2026-07-26,823678,8,Athletics,Minnesota Twins,11,Minnesota Twins,Athletics,11,8
2026-07-26,824572,3,Houston Astros,Chicago White Sox,12,Chicago White Sox,Houston Astros,12,3
2026-07-26,823755,2,Colorado Rockies,Milwaukee Brewers,11,Milwaukee Brewers,Colorado Rockies,11,2
2026-07-26,823028,5,Cincinnati Reds,St. Louis Cardinals,3,Cincinnati Reds,St. Louis Cardinals,5,3
2026-07-26,822870,6,Seattle Mariners,Texas Rangers,4,Seattle Mariners,Texas Rangers,6,4
2026-07-26,823194,4,Los Angeles Angels,San Francisco Giants,3,Los Angeles Angels,San Francisco Giants,4,3
2026-07-26,823433,4,New York Yankees,Philadelphia Phillies,11,Philadelphia Phillies,New York Yankees,11,4
2026-07-27,822868,3,Seattle Mariners,Texas Rangers,7,Texas Rangers,Seattle Mariners,7,3
2026-07-27,824245,8,Baltimore Orioles,Detroit Tigers,5,Baltimore Orioles,Detroit Tigers,8,5
2026-07-27,823353,2,Arizona Diamondbacks,Pittsburgh Pirates,3,Pittsburgh Pirates,Arizona Diamondbacks,3,2
2026-07-27,823839,7,Philadelphia Phillies,Miami Marlins,8,Miami Marlins,Philadelphia Phillies,8,7
2026-07-27,822705,3,Toronto Blue Jays,Washington Nationals,2,Toronto Blue Jays,Washington Nationals,3,2
2026-07-27,823597,3,Atlanta Braves,New York Mets,14,New York Mets,Atlanta Braves,14,3
2026-07-27,824570,9,New York Yankees,Chicago White Sox,5,New York Yankees,Chicago White Sox,9,5
2026-07-27,823025,7,Chicago Cubs,St. Louis Cardinals,3,Chicago Cubs,St. Louis Cardinals,7,3
2026-07-27,824001,6,Houston Astros,Los Angeles Angels,4,Houston Astros,Los Angeles Angels,6,4
2026-07-27,824977,4,Boston Red Sox,Athletics,2,Boston Red Sox,Athletics,4,2
2026-07-27,823195,0,Milwaukee Brewers,San Francisco Giants,3,San Francisco Giants,Milwaukee Brewers,3,0
2026-07-28,824490,6,Cleveland Guardians,Cincinnati Reds,5,Cleveland Guardians,Cincinnati Reds,6,5
2026-07-28,824489,0,Cleveland Guardians,Cincinnati Reds,2,Cincinnati Reds,Cleveland Guardians,2,0
2026-07-28,824243,0,Baltimore Orioles,Detroit Tigers,14,Detroit Tigers,Baltimore Orioles,14,0
2026-07-28,823350,8,Arizona Diamondbacks,Pittsburgh Pirates,7,Arizona Diamondbacks,Pittsburgh Pirates,8,7
2026-07-28,822949,4,Texas Rangers,Tampa Bay Rays,1,Texas Rangers,Tampa Bay Rays,4,1
2026-07-28,823838,0,Philadelphia Phillies,Miami Marlins,1,Miami Marlins,Philadelphia Phillies,1,0
2026-07-28,822703,6,Toronto Blue Jays,Washington Nationals,8,Washington Nationals,Toronto Blue Jays,8,6
2026-07-28,823676,2,Kansas City Royals,Minnesota Twins,3,Minnesota Twins,Kansas City Royals,3,2
2026-07-28,824569,3,New York Yankees,Chicago White Sox,2,New York Yankees,Chicago White Sox,3,2
2026-07-28,823026,10,Chicago Cubs,St. Louis Cardinals,2,Chicago Cubs,St. Louis Cardinals,10,2
2026-07-28,824003,3,Houston Astros,Los Angeles Angels,2,Houston Astros,Los Angeles Angels,3,2
2026-07-28,824976,3,Boston Red Sox,Athletics,4,Athletics,Boston Red Sox,4,3
2026-07-28,823275,7,Colorado Rockies,San Diego Padres,8,San Diego Padres,Colorado Rockies,8,7
2026-07-28,823193,8,Milwaukee Brewers,San Francisco Giants,2,Milwaukee Brewers,San Francisco Giants,8,2
2026-07-28,823923,7,Seattle Mariners,Los Angeles Dodgers,6,Seattle Mariners,Los Angeles Dodgers,7,6
2026-07-29,823837,6,Philadelphia Phillies,Miami Marlins,8,Miami Marlins,Philadelphia Phillies,8,6
2026-07-29,823351,3,Arizona Diamondbacks,Pittsburgh Pirates,0,Arizona Diamondbacks,Pittsburgh Pirates,3,0
2026-07-29,822702,5,Toronto Blue Jays,Washington Nationals,2,Toronto Blue Jays,Washington Nationals,5,2
2026-07-29,824242,10,Baltimore Orioles,Detroit Tigers,9,Baltimore Orioles,Detroit Tigers,10,9
2026-07-29,823596,2,Atlanta Braves,New York Mets,3,New York Mets,Atlanta Braves,3,2
2026-07-29,823598,1,Atlanta Braves,New York Mets,0,Atlanta Braves,New York Mets,1,0
2026-07-29,823192,3,Milwaukee Brewers,San Francisco Giants,16,San Francisco Giants,Milwaukee Brewers,16,3
2026-07-29,823273,1,Colorado Rockies,San Diego Padres,3,San Diego Padres,Colorado Rockies,3,1
2026-07-29,822947,0,Texas Rangers,Tampa Bay Rays,3,Tampa Bay Rays,Texas Rangers,3,0
2026-07-29,824487,6,Cleveland Guardians,Cincinnati Reds,1,Cleveland Guardians,Cincinnati Reds,6,1
2026-07-29,823677,4,Kansas City Royals,Minnesota Twins,0,Kansas City Royals,Minnesota Twins,4,0
2026-07-29,824567,5,New York Yankees,Chicago White Sox,6,Chicago White Sox,New York Yankees,6,5
2026-07-29,823022,2,Chicago Cubs,St. Louis Cardinals,3,St. Louis Cardinals,Chicago Cubs,3,2
2026-07-29,824002,7,Houston Astros,Los Angeles Angels,4,Houston Astros,Los Angeles Angels,7,4
2026-07-29,824973,4,Boston Red Sox,Athletics,2,Boston Red Sox,Athletics,4,2
2026-07-29,823924,2,Seattle Mariners,Los Angeles Dodgers,4,Los Angeles Dodgers,Seattle Mariners,4,2
2026-07-30,822946,2,Texas Rangers,Tampa Bay Rays,3,Tampa Bay Rays,Texas Rangers,3,2
2026-07-30,823674,3,Kansas City Royals,Minnesota Twins,4,Minnesota Twins,Kansas City Royals,4,3
2026-07-30,824568,1,New York Yankees,Chicago White Sox,2,Chicago White Sox,New York Yankees,2,1
2026-07-30,823023,4,Chicago Cubs,St. Louis Cardinals,2,Chicago Cubs,St. Louis Cardinals,4,2
2026-07-30,824488,2,Pittsburgh Pirates,Cincinnati Reds,3,Cincinnati Reds,Pittsburgh Pirates,3,2
2026-07-30,823595,2,Miami Marlins,New York Mets,4,New York Mets,Miami Marlins,4,2
2026-07-30,824894,4,Washington Nationals,Atlanta Braves,5,Atlanta Braves,Washington Nationals,5,4
2026-07-30,824974,5,Boston Red Sox,Athletics,4,Boston Red Sox,Athletics,5,4
2026-07-30,823271,4,San Francisco Giants,San Diego Padres,1,San Francisco Giants,San Diego Padres,4,1
2026-07-30,823921,2,Seattle Mariners,Los Angeles Dodgers,6,Los Angeles Dodgers,Seattle Mariners,6,2
2026-07-31,824651,2,New York Yankees,Chicago Cubs,0,New York Yankees,Chicago Cubs,2,0
2026-07-31,824486,7,Pittsburgh Pirates,Cincinnati Reds,8,Cincinnati Reds,Pittsburgh Pirates,8,7
2026-07-31,824809,4,Philadelphia Phillies,Baltimore Orioles,6,Baltimore Orioles,Philadelphia Phillies,6,4
2026-07-31,822782,1,St. Louis Cardinals,Toronto Blue Jays,3,Toronto Blue Jays,St. Louis Cardinals,3,1
2026-07-31,824407,4,Arizona Diamondbacks,Cleveland Guardians,1,Arizona Diamondbacks,Cleveland Guardians,4,1
2026-07-31,822945,6,Chicago White Sox,Tampa Bay Rays,1,Chicago White Sox,Tampa Bay Rays,6,1
2026-07-31,823593,5,Miami Marlins,New York Mets,2,Miami Marlins,New York Mets,5,2
2026-07-31,824892,2,Washington Nationals,Atlanta Braves,6,Atlanta Braves,Washington Nationals,6,2
2026-07-31,824164,2,Texas Rangers,Houston Astros,11,Houston Astros,Texas Rangers,11,2
2026-07-31,824325,1,Kansas City Royals,Colorado Rockies,3,Colorado Rockies,Kansas City Royals,3,1
2026-07-31,823999,6,Milwaukee Brewers,Los Angeles Angels,2,Milwaukee Brewers,Los Angeles Angels,6,2
2026-07-31,824975,13,Detroit Tigers,Athletics,1,Detroit Tigers,Athletics,13,1
2026-07-31,823272,0,San Francisco Giants,San Diego Padres,7,San Diego Padres,San Francisco Giants,7,0
2026-07-31,823922,9,Boston Red Sox,Los Angeles Dodgers,4,Boston Red Sox,Los Angeles Dodgers,9,4
2026-07-31,823111,5,Minnesota Twins,Seattle Mariners,3,Minnesota Twins,Seattle Mariners,5,3
2026-08-01,822781,1,St. Louis Cardinals,Toronto Blue Jays,5,Toronto Blue Jays,St. Louis Cardinals,5,1
2026-08-01,823109,3,Minnesota Twins,Seattle Mariners,4,Seattle Mariners,Minnesota Twins,4,3
2026-08-01,822944,0,Chicago White Sox,Tampa Bay Rays,1,Tampa Bay Rays,Chicago White Sox,1,0
2026-08-01,823594,6,Miami Marlins,New York Mets,2,Miami Marlins,New York Mets,6,2
2026-08-01,824485,4,Pittsburgh Pirates,Cincinnati Reds,1,Pittsburgh Pirates,Cincinnati Reds,4,1
2026-08-01,824808,5,Philadelphia Phillies,Baltimore Orioles,0,Philadelphia Phillies,Baltimore Orioles,5,0
2026-08-01,824162,4,Texas Rangers,Houston Astros,5,Houston Astros,Texas Rangers,5,4
2026-08-01,824405,12,Arizona Diamondbacks,Cleveland Guardians,8,Arizona Diamondbacks,Cleveland Guardians,12,8
2026-08-01,824890,3,Washington Nationals,Atlanta Braves,8,Atlanta Braves,Washington Nationals,8,3
2026-08-01,824649,2,New York Yankees,Chicago Cubs,5,Chicago Cubs,New York Yankees,5,2
2026-08-01,824326,6,Kansas City Royals,Colorado Rockies,12,Colorado Rockies,Kansas City Royals,12,6
2026-08-01,823269,5,San Francisco Giants,San Diego Padres,6,San Diego Padres,San Francisco Giants,6,5
2026-08-01,823920,3,Boston Red Sox,Los Angeles Dodgers,2,Boston Red Sox,Los Angeles Dodgers,3,2
2026-08-01,824000,3,Milwaukee Brewers,Los Angeles Angels,1,Milwaukee Brewers,Los Angeles Angels,3,1
2026-08-01,824972,8,Detroit Tigers,Athletics,6,Detroit Tigers,Athletics,8,6
2026-08-02,824891,2,Washington Nationals,Atlanta Braves,4,Atlanta Braves,Washington Nationals,4,2
2026-08-02,822783,5,St. Louis Cardinals,Toronto Blue Jays,1,St. Louis Cardinals,Toronto Blue Jays,5,1
2026-08-02,824404,0,Arizona Diamondbacks,Cleveland Guardians,5,Cleveland Guardians,Arizona Diamondbacks,5,0
2026-08-02,824483,2,Pittsburgh Pirates,Cincinnati Reds,10,Cincinnati Reds,Pittsburgh Pirates,10,2
2026-08-02,822943,9,Chicago White Sox,Tampa Bay Rays,1,Chicago White Sox,Tampa Bay Rays,9,1
2026-08-02,823592,2,Miami Marlins,New York Mets,0,Miami Marlins,New York Mets,2,0
2026-08-02,824163,3,Texas Rangers,Houston Astros,7,Houston Astros,Texas Rangers,7,3
2026-08-02,824648,2,New York Yankees,Chicago Cubs,1,New York Yankees,Chicago Cubs,2,1
2026-08-02,824323,1,Kansas City Royals,Colorado Rockies,8,Colorado Rockies,Kansas City Royals,8,1
2026-08-02,823996,0,Milwaukee Brewers,Los Angeles Angels,3,Los Angeles Angels,Milwaukee Brewers,3,0
2026-08-02,824971,11,Detroit Tigers,Athletics,0,Detroit Tigers,Athletics,11,0
2026-08-02,823270,4,San Francisco Giants,San Diego Padres,5,San Diego Padres,San Francisco Giants,5,4
2026-08-02,823107,6,Minnesota Twins,Seattle Mariners,7,Seattle Mariners,Minnesota Twins,7,6
2026-08-02,823919,8,Boston Red Sox,Los Angeles Dodgers,4,Boston Red Sox,Los Angeles Dodgers,8,4
2026-08-03,823431,3,Washington Nationals,Philadelphia Phillies,6,Philadelphia Phillies,Washington Nationals,6,3
2026-08-03,823520,13,St. Louis Cardinals,New York Yankees,7,St. Louis Cardinals,New York Yankees,13,7
2026-08-03,823757,4,Pittsburgh Pirates,Milwaukee Brewers,3,Pittsburgh Pirates,Milwaukee Brewers,4,3
2026-08-03,824647,5,Los Angeles Dodgers,Chicago Cubs,10,Chicago Cubs,Los Angeles Dodgers,10,5
2026-08-03,822867,5,San Francisco Giants,Texas Rangers,1,San Francisco Giants,Texas Rangers,5,1
2026-08-03,824160,3,Toronto Blue Jays,Houston Astros,1,Toronto Blue Jays,Houston Astros,3,1
2026-08-03,824324,13,Tampa Bay Rays,Colorado Rockies,9,Tampa Bay Rays,Colorado Rockies,13,9
2026-08-03,825095,1,San Diego Padres,Arizona Diamondbacks,5,Arizona Diamondbacks,San Diego Padres,5,1
2026-08-04,824805,1,Los Angeles Angels,Baltimore Orioles,3,Baltimore Orioles,Los Angeles Angels,3,1
2026-08-04,824403,6,New York Mets,Cleveland Guardians,2,New York Mets,Cleveland Guardians,6,2
2026-08-04,824484,4,Athletics,Cincinnati Reds,5,Cincinnati Reds,Athletics,5,4
2026-08-04,823432,0,Washington Nationals,Philadelphia Phillies,5,Philadelphia Phillies,Washington Nationals,5,0
2026-08-04,823517,0,St. Louis Cardinals,New York Yankees,2,New York Yankees,St. Louis Cardinals,2,0
2026-08-04,824731,2,Chicago White Sox,Boston Red Sox,14,Boston Red Sox,Chicago White Sox,14,2
2026-08-04,824888,2,Miami Marlins,Atlanta Braves,4,Atlanta Braves,Miami Marlins,4,2
2026-08-04,824084,2,Minnesota Twins,Kansas City Royals,8,Kansas City Royals,Minnesota Twins,8,2
2026-08-04,823756,2,Pittsburgh Pirates,Milwaukee Brewers,4,Milwaukee Brewers,Pittsburgh Pirates,4,2
2026-08-04,824645,1,Los Angeles Dodgers,Chicago Cubs,5,Chicago Cubs,Los Angeles Dodgers,5,1
2026-08-04,822865,4,San Francisco Giants,Texas Rangers,5,Texas Rangers,San Francisco Giants,5,4
2026-08-04,824161,2,Toronto Blue Jays,Houston Astros,7,Houston Astros,Toronto Blue Jays,7,2
2026-08-04,824321,9,Tampa Bay Rays,Colorado Rockies,7,Tampa Bay Rays,Colorado Rockies,9,7
2026-08-04,825054,9,San Diego Padres,Arizona Diamondbacks,4,San Diego Padres,Arizona Diamondbacks,9,4
2026-08-04,823108,8,Detroit Tigers,Seattle Mariners,0,Detroit Tigers,Seattle Mariners,8,0
2026-08-05,824158,5,Toronto Blue Jays,Houston Astros,4,Toronto Blue Jays,Houston Astros,5,4
2026-08-05,824646,6,Los Angeles Dodgers,Chicago Cubs,7,Chicago Cubs,Los Angeles Dodgers,7,6
2026-08-05,822866,0,San Francisco Giants,Texas Rangers,6,Texas Rangers,San Francisco Giants,6,0
2026-08-05,824322,4,Tampa Bay Rays,Colorado Rockies,0,Tampa Bay Rays,Colorado Rockies,4,0
2026-08-05,824806,2,Los Angeles Angels,Baltimore Orioles,5,Baltimore Orioles,Los Angeles Angels,5,2
2026-08-05,824402,6,New York Mets,Cleveland Guardians,5,New York Mets,Cleveland Guardians,6,5
2026-08-05,824482,2,Athletics,Cincinnati Reds,3,Cincinnati Reds,Athletics,3,2
2026-08-05,823429,10,Washington Nationals,Philadelphia Phillies,4,Washington Nationals,Philadelphia Phillies,10,4
2026-08-05,823516,3,St. Louis Cardinals,New York Yankees,1,St. Louis Cardinals,New York Yankees,3,1
2026-08-05,824728,0,Chicago White Sox,Boston Red Sox,4,Boston Red Sox,Chicago White Sox,4,0
2026-08-05,824889,1,Miami Marlins,Atlanta Braves,4,Atlanta Braves,Miami Marlins,4,1
2026-08-05,824082,1,Minnesota Twins,Kansas City Royals,2,Kansas City Royals,Minnesota Twins,2,1
2026-08-05,823753,2,Pittsburgh Pirates,Milwaukee Brewers,4,Milwaukee Brewers,Pittsburgh Pirates,4,2
2026-08-05,825052,4,San Diego Padres,Arizona Diamondbacks,10,Arizona Diamondbacks,San Diego Padres,10,4
2026-08-05,823106,2,Detroit Tigers,Seattle Mariners,4,Seattle Mariners,Detroit Tigers,4,2
